FID,Id,gridcode,Persistence,Variable,Area
0,1,101,10,Variable 1,25.000000000000000
1,2,101,10,Variable 1,25.000000000000000
2,3,154,15,Variable 4,25.000000000000000
3,4,154,15,Variable 4,25.000000000000000
4,5,204,20,Variable 4,150.000000000000000
5,6,204,20,Variable 4,1925.000000000000000
6,7,204,20,Variable 4,25.000000000000000
7,8,204,20,Variable 4,50.000000000000000
8,9,204,20,Variable 4,25.000000000000000
9,10,204,20,Variable 4,75.000000000000000
10,11,204,20,Variable 4,25.000000000000000
11,12,154,15,Variable 4,25.000000000000000
12,13,154,15,Variable 4,25.000000000000000
13,14,101,10,Variable 1,50.000000000000000
14,15,101,10,Variable 1,25.000000000000000
15,16,154,15,Variable 4,25.000000000000000
16,17,204,20,Variable 4,25.000000000000000
17,18,154,15,Variable 4,50.000000000000000
18,19,154,15,Variable 4,125.000000000000000
19,20,154,15,Variable 4,25.000000000000000
20,21,154,15,Variable 4,50.000000000000000
21,22,151,15,Variable 1,75.000000000000000
22,23,101,10,Variable 1,25.000000000000000
23,24,101,10,Variable 1,25.000000000000000
24,25,151,15,Variable 1,2850.000000000000000
25,26,101,10,Variable 1,7750.000000000000000
26,27,154,15,Variable 4,50.000000000000000
27,28,101,10,Variable 1,75.000000000000000
28,29,154,15,Variable 4,75.000000000000000
29,30,304,30,Variable 4,150.000000000000000
30,31,101,10,Variable 1,25.000000000000000
31,32,151,15,Variable 1,25.000000000000000
32,33,151,15,Variable 1,25.000000000000000
33,34,304,30,Variable 4,25.000000000000000
34,35,154,15,Variable 4,25.000000000000000
35,36,101,10,Variable 1,50.000000000000000
36,37,154,15,Variable 4,100.000000000000000
37,38,101,10,Variable 1,50.000000000000000
38,39,151,15,Variable 1,150.000000000000000
39,40,154,15,Variable 4,75.000000000000000
40,41,101,10,Variable 1,50.000000000000000
41,42,304,30,Variable 4,50.000000000000000
42,43,154,15,Variable 4,25.000000000000000
43,44,101,10,Variable 1,25.000000000000000
44,45,202,20,Variable 2,25.000000000000000
45,46,154,15,Variable 4,50.000000000000000
46,47,154,15,Variable 4,25.000000000000000
47,48,302,30,Variable 2,25.000000000000000
48,49,154,15,Variable 4,25.000000000000000
49,50,404,40,Variable 4,25.000000000000000
50,51,304,30,Variable 4,125.000000000000000
51,52,154,15,Variable 4,25.000000000000000
52,53,101,10,Variable 1,25.000000000000000
53,54,204,20,Variable 4,50.000000000000000
54,55,101,10,Variable 1,225.000000000000000
55,56,154,15,Variable 4,26250.000000000000000
56,57,154,15,Variable 4,50.000000000000000
57,58,204,20,Variable 4,25.000000000000000
58,59,151,15,Variable 1,25.000000000000000
59,60,404,40,Variable 4,200.000000000000000
60,61,304,30,Variable 4,50.000000000000000
61,62,154,15,Variable 4,25.000000000000000
62,63,304,30,Variable 4,25.000000000000000
63,64,154,15,Variable 4,50.000000000000000
64,65,154,15,Variable 4,50.000000000000000
65,66,101,10,Variable 1,125.000000000000000
66,67,101,10,Variable 1,1725.000000000000000
67,68,101,10,Variable 1,1925.000000000000000
68,69,404,40,Variable 4,325.000000000000000
69,70,404,40,Variable 4,25.000000000000000
70,71,304,30,Variable 4,25.000000000000000
71,72,304,30,Variable 4,25.000000000000000
72,73,154,15,Variable 4,50.000000000000000
73,74,154,15,Variable 4,25.000000000000000
74,75,154,15,Variable 4,1125.000000000000000
75,76,404,40,Variable 4,25.000000000000000
76,77,304,30,Variable 4,50.000000000000000
77,78,304,30,Variable 4,50.000000000000000
78,79,304,30,Variable 4,50.000000000000000
79,80,154,15,Variable 4,25.000000000000000
80,81,101,10,Variable 1,25.000000000000000
81,82,154,15,Variable 4,100.000000000000000
82,83,404,40,Variable 4,100.000000000000000
83,84,154,15,Variable 4,25.000000000000000
84,85,101,10,Variable 1,25.000000000000000
85,86,304,30,Variable 4,25.000000000000000
86,87,154,15,Variable 4,50.000000000000000
87,88,154,15,Variable 4,175.000000000000000
88,89,154,15,Variable 4,50.000000000000000
89,90,154,15,Variable 4,1775.000000000000000
90,91,154,15,Variable 4,25.000000000000000
91,92,154,15,Variable 4,25.000000000000000
92,93,304,30,Variable 4,25.000000000000000
93,94,304,30,Variable 4,25.000000000000000
94,95,154,15,Variable 4,25.000000000000000
95,96,154,15,Variable 4,25.000000000000000
96,97,154,15,Variable 4,50.000000000000000
97,98,154,15,Variable 4,25.000000000000000
98,99,304,30,Variable 4,25.000000000000000
99,100,404,40,Variable 4,25.000000000000000
100,101,154,15,Variable 4,25.000000000000000
101,102,404,40,Variable 4,75.000000000000000
102,103,404,40,Variable 4,25.000000000000000
103,104,404,40,Variable 4,25.000000000000000
104,105,204,20,Variable 4,25.000000000000000
105,106,154,15,Variable 4,25.000000000000000
106,107,304,30,Variable 4,25.000000000000000
107,108,404,40,Variable 4,150.000000000000000
108,109,154,15,Variable 4,325.000000000000000
109,110,154,15,Variable 4,25.000000000000000
110,111,154,15,Variable 4,25.000000000000000
111,112,304,30,Variable 4,100.000000000000000
112,113,304,30,Variable 4,100.000000000000000
113,114,304,30,Variable 4,50.000000000000000
114,115,204,20,Variable 4,25.000000000000000
115,116,154,15,Variable 4,75.000000000000000
116,117,154,15,Variable 4,50.000000000000000
117,118,154,15,Variable 4,75.000000000000000
118,119,154,15,Variable 4,25.000000000000000
119,120,154,15,Variable 4,1650.000000000000000
120,121,404,40,Variable 4,25.000000000000000
121,122,304,30,Variable 4,25.000000000000000
122,123,404,40,Variable 4,75.000000000000000
123,124,404,40,Variable 4,25.000000000000000
124,125,304,30,Variable 4,25.000000000000000
125,126,204,20,Variable 4,75.000000000000000
126,127,154,15,Variable 4,50.000000000000000
127,128,404,40,Variable 4,50.000000000000000
128,129,304,30,Variable 4,25.000000000000000
129,130,404,40,Variable 4,25.000000000000000
130,131,154,15,Variable 4,175.000000000000000
131,132,101,10,Variable 1,2625.000000000000000
132,133,154,15,Variable 4,50.000000000000000
133,134,101,10,Variable 1,25.000000000000000
134,135,204,20,Variable 4,25.000000000000000
135,136,304,30,Variable 4,25.000000000000000
136,137,304,30,Variable 4,25.000000000000000
137,138,51,5,Variable 1,75.000000000000000
138,139,304,30,Variable 4,25.000000000000000
139,140,304,30,Variable 4,100.000000000000000
140,141,154,15,Variable 4,25.000000000000000
141,142,151,15,Variable 1,50.000000000000000
142,143,154,15,Variable 4,400.000000000000000
143,144,204,20,Variable 4,25.000000000000000
144,145,204,20,Variable 4,25.000000000000000
145,146,204,20,Variable 4,50.000000000000000
146,147,204,20,Variable 4,25.000000000000000
147,148,104,10,Variable 4,25.000000000000000
148,149,204,20,Variable 4,25.000000000000000
149,150,154,15,Variable 4,4725.000000000000000
150,151,154,15,Variable 4,4125.000000000000000
151,152,404,40,Variable 4,25.000000000000000
152,153,304,30,Variable 4,25.000000000000000
153,154,204,20,Variable 4,25.000000000000000
154,155,204,20,Variable 4,25.000000000000000
155,156,404,40,Variable 4,50.000000000000000
156,157,404,40,Variable 4,25.000000000000000
157,158,101,10,Variable 1,25.000000000000000
158,159,304,30,Variable 4,50.000000000000000
159,160,154,15,Variable 4,100.000000000000000
160,161,154,15,Variable 4,25.000000000000000
161,162,204,20,Variable 4,50.000000000000000
162,163,304,30,Variable 4,125.000000000000000
163,164,154,15,Variable 4,25.000000000000000
164,165,404,40,Variable 4,50.000000000000000
165,166,304,30,Variable 4,125.000000000000000
166,167,304,30,Variable 4,125.000000000000000
167,168,104,10,Variable 4,25.000000000000000
168,169,204,20,Variable 4,25.000000000000000
169,170,304,30,Variable 4,25.000000000000000
170,171,154,15,Variable 4,25.000000000000000
171,172,204,20,Variable 4,25.000000000000000
172,173,404,40,Variable 4,25.000000000000000
173,174,204,20,Variable 4,50.000000000000000
174,175,304,30,Variable 4,75.000000000000000
175,176,104,10,Variable 4,125.000000000000000
176,177,304,30,Variable 4,250.000000000000000
177,178,204,20,Variable 4,25.000000000000000
178,179,204,20,Variable 4,25.000000000000000
179,180,204,20,Variable 4,25.000000000000000
180,181,204,20,Variable 4,25.000000000000000
181,182,404,40,Variable 4,50.000000000000000
182,183,204,20,Variable 4,50.000000000000000
183,184,404,40,Variable 4,50.000000000000000
184,185,304,30,Variable 4,25.000000000000000
185,186,304,30,Variable 4,25.000000000000000
186,187,304,30,Variable 4,525.000000000000000
187,188,304,30,Variable 4,25.000000000000000
188,189,204,20,Variable 4,25.000000000000000
189,190,404,40,Variable 4,25.000000000000000
190,191,204,20,Variable 4,25.000000000000000
191,192,404,40,Variable 4,50.000000000000000
192,193,304,30,Variable 4,75.000000000000000
193,194,204,20,Variable 4,325.000000000000000
194,195,304,30,Variable 4,350.000000000000000
195,196,304,30,Variable 4,75.000000000000000
196,197,204,20,Variable 4,150.000000000000000
197,198,304,30,Variable 4,275.000000000000000
198,199,304,30,Variable 4,150.000000000000000
199,200,404,40,Variable 4,25.000000000000000
200,201,204,20,Variable 4,25.000000000000000
201,202,304,30,Variable 4,25.000000000000000
202,203,304,30,Variable 4,25.000000000000000
203,204,154,15,Variable 4,25.000000000000000
204,205,204,20,Variable 4,50.000000000000000
205,206,304,30,Variable 4,800.000000000000000
206,207,154,15,Variable 4,75.000000000000000
207,208,304,30,Variable 4,25.000000000000000
208,209,304,30,Variable 4,175.000000000000000
209,210,51,5,Variable 1,425.000000000000000
210,211,101,10,Variable 1,25.000000000000000
211,212,404,40,Variable 4,25.000000000000000
212,213,154,15,Variable 4,25.000000000000000
213,214,204,20,Variable 4,25.000000000000000
214,215,304,30,Variable 4,600.000000000000000
215,216,304,30,Variable 4,25.000000000000000
216,217,304,30,Variable 4,75.000000000000000
217,218,204,20,Variable 4,75.000000000000000
218,219,204,20,Variable 4,25.000000000000000
219,220,204,20,Variable 4,50.000000000000000
220,221,304,30,Variable 4,50.000000000000000
221,222,304,30,Variable 4,125.000000000000000
222,223,304,30,Variable 4,75.000000000000000
223,224,51,5,Variable 1,75.000000000000000
224,225,101,10,Variable 1,25.000000000000000
225,226,304,30,Variable 4,200.000000000000000
226,227,154,15,Variable 4,75.000000000000000
227,228,154,15,Variable 4,25.000000000000000
228,229,204,20,Variable 4,25.000000000000000
229,230,204,20,Variable 4,25.000000000000000
230,231,204,20,Variable 4,300.000000000000000
231,232,104,10,Variable 4,300.000000000000000
232,233,101,10,Variable 1,25.000000000000000
233,234,104,10,Variable 4,25.000000000000000
234,235,101,10,Variable 1,250.000000000000000
235,236,204,20,Variable 4,50.000000000000000
236,237,404,40,Variable 4,50.000000000000000
237,238,154,15,Variable 4,75.000000000000000
238,239,204,20,Variable 4,25.000000000000000
239,240,304,30,Variable 4,125.000000000000000
240,241,304,30,Variable 4,575.000000000000000
241,242,304,30,Variable 4,50.000000000000000
242,243,204,20,Variable 4,69225.000000000000000
243,244,204,20,Variable 4,50.000000000000000
244,245,154,15,Variable 4,25.000000000000000
245,246,154,15,Variable 4,25.000000000000000
246,247,154,15,Variable 4,25.000000000000000
247,248,154,15,Variable 4,25.000000000000000
248,249,204,20,Variable 4,25.000000000000000
249,250,204,20,Variable 4,25.000000000000000
250,251,404,40,Variable 4,25.000000000000000
251,252,51,5,Variable 1,100.000000000000000
252,253,101,10,Variable 1,25.000000000000000
253,254,101,10,Variable 1,50.000000000000000
254,255,304,30,Variable 4,50.000000000000000
255,256,404,40,Variable 4,25.000000000000000
256,257,304,30,Variable 4,100.000000000000000
257,258,51,5,Variable 1,25.000000000000000
258,259,304,30,Variable 4,50.000000000000000
259,260,204,20,Variable 4,50.000000000000000
260,261,304,30,Variable 4,25.000000000000000
261,262,204,20,Variable 4,50.000000000000000
262,263,204,20,Variable 4,50.000000000000000
263,264,304,30,Variable 4,1100.000000000000000
264,265,101,10,Variable 1,100.000000000000000
265,266,304,30,Variable 4,16525.000000000000000
266,267,154,15,Variable 4,25.000000000000000
267,268,104,10,Variable 4,25.000000000000000
268,269,101,10,Variable 1,25.000000000000000
269,270,304,30,Variable 4,25.000000000000000
270,271,204,20,Variable 4,50.000000000000000
271,272,154,15,Variable 4,25.000000000000000
272,273,104,10,Variable 4,25.000000000000000
273,274,104,10,Variable 4,50.000000000000000
274,275,304,30,Variable 4,75.000000000000000
275,276,404,40,Variable 4,375.000000000000000
276,277,204,20,Variable 4,50.000000000000000
277,278,154,15,Variable 4,25.000000000000000
278,279,154,15,Variable 4,25.000000000000000
279,280,154,15,Variable 4,25.000000000000000
280,281,154,15,Variable 4,25.000000000000000
281,282,104,10,Variable 4,25.000000000000000
282,283,404,40,Variable 4,25.000000000000000
283,284,404,40,Variable 4,25.000000000000000
284,285,104,10,Variable 4,25.000000000000000
285,286,101,10,Variable 1,75.000000000000000
286,287,204,20,Variable 4,100.000000000000000
287,288,154,15,Variable 4,25.000000000000000
288,289,104,10,Variable 4,25.000000000000000
289,290,51,5,Variable 1,25.000000000000000
290,291,154,15,Variable 4,25.000000000000000
291,292,104,10,Variable 4,25.000000000000000
292,293,104,10,Variable 4,75.000000000000000
293,294,54,5,Variable 4,25.000000000000000
294,295,404,40,Variable 4,125.000000000000000
295,296,51,5,Variable 1,225.000000000000000
296,297,51,5,Variable 1,25.000000000000000
297,298,154,15,Variable 4,25.000000000000000
298,299,154,15,Variable 4,25.000000000000000
299,300,104,10,Variable 4,25.000000000000000
300,301,104,10,Variable 4,75.000000000000000
301,302,154,15,Variable 4,25.000000000000000
302,303,154,15,Variable 4,25.000000000000000
303,304,54,5,Variable 4,25.000000000000000
304,305,51,5,Variable 1,1550.000000000000000
305,306,154,15,Variable 4,25.000000000000000
306,307,154,15,Variable 4,25.000000000000000
307,308,404,40,Variable 4,25.000000000000000
308,309,204,20,Variable 4,25.000000000000000
309,310,51,5,Variable 1,1125.000000000000000
310,311,51,5,Variable 1,100.000000000000000
311,312,204,20,Variable 4,25.000000000000000
312,313,154,15,Variable 4,25.000000000000000
313,314,154,15,Variable 4,25.000000000000000
314,315,104,10,Variable 4,25.000000000000000
315,316,51,5,Variable 1,25.000000000000000
316,317,51,5,Variable 1,25.000000000000000
317,318,101,10,Variable 1,1375.000000000000000
318,319,51,5,Variable 1,525.000000000000000
319,320,154,15,Variable 4,25.000000000000000
